Year,Agency,Country,Item Description,Status,Status Date,Qty Requested,Qty Allocated,Qty Accepted,Qty Rejected,Total Delivered Qty,Acquisition Value,Current Value
2019,Defense Logistics Agency (DLA),Moldova,"ADP EQUIPMENT, SOFTWARE, SUPPLIES AND SUPPORT EQUIPMENT",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,CAMOUFLAGE AND DECEPTION EQUIPMENT,EDA Delivered,7/31/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,VEHICULAR EQUIPMENT COMPONENTS,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"ENGINES, TURBINES AND COMPONENTS",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,METALWORKING MACHINERY,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,LAUNDRY AND CLEANING EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,REFRIGERATION EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,RESCUE AND SAFETY EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,WATER PURIFICATION EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"HOSE, PIPE, TUBE' LUBRICATION AND RAILING FITTINGS",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,MAINTENANCE AND REPAIR SHOP EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,MISCELLANEOUS CONSTRUCTION MATERIAL,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"WIRE AND CABLE, ELEC",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES,EDA Delivered,8/15/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"CONTAINERS, PACKAGING, AND PACKING SUPPLIES",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"METAL BARS, SHEETS AND SHAPES",Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,"PERSONAL CLOTHING, GEAR AND EQUIPMENT",EDA Delivered,9/5/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,ORGANIZATIONAL EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,FACILITIES SUPPORT EQUIPMENT,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Moldova,TRAINING AIDS AND DEVICES,Service Authorized to Supply EDA,6/24/2019,NA,NA,NA,NA,NA,65917.84,19775.35
2019,Defense Logistics Agency (DLA),Morocco,"TRUCK, CARGO 5 TON M1083 WOW",EDA Cancelled,6/11/2019,1,1,0,0,0,,
2019,Army,Morocco,FIRE SUPPORT COMBINED ARMS TACTICAL TRAINER,Service Authorized to Supply EDA,5/23/2019,8,8,0,0,0,4056000,405600
2019,Army,Morocco,CTG 40MM TP M918 w/Link M16A2,EDA Accepted/LOA Implemented,8/13/2019,8683,8683,0,0,0,350185.39,70037.08
2019,Army,Morocco,CTG 40mm 2 TP M918/1 M385A1 Mix Belt CTGs w/Link M16,EDA Accepted/LOA Implemented,8/13/2019,512,512,0,0,0,7142.4,1428.48
2019,Defense Logistics Agency (DLA),Morocco,Clothing & Individual Equipment,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,Vehicular Equipment Components,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,"Fire Fighting, Rescue, & Safety Equipment",EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,Maintenance & Repair Shop Equipment,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,"Communications Equipment, Electrical & Electronic Equipment Components",EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,"Medical, Dental, & Veterinary Equipment; Instruments & Laboratory Equipment",EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,Household/Commercial Furnishings & Appliances,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,"Office Machines, Supplies & Devices",EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,Materials Handling Equipment,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,Food Preparation & Serving Equipment,EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Defense Logistics Agency (DLA),Morocco,"Fire Control Equipment, Parts and Components",EDA Accepted/LOA Implemented,10/28/2019,NA,NA,NA,NA,NA,409359.45,122807.84
2019,Air Force,Morocco,F-16 Aircraft Part Reclamation,Service Authorized to Supply EDA,10/15/2019,1,1,0,0,0,8500000,425000
2019,Air Force,Morocco,C-130 EXTERNAL FUEL TANKS,Service Authorized to Supply EDA,6/26/2019,6,6,0,0,0,356398.2,142559.28
2019,Air Force,Morocco,C-130 PYLONS,Service Authorized to Supply EDA,6/26/2019,6,6,0,0,0,443875.38,177550.14
2019,Air Force,Morocco,C-130H aircraft,Service Authorized to Supply EDA,7/16/2019,2,2,0,0,0,60000000,24000000
2019,Air Force,Niger,"T56-A-15 ENGINE, QEC AND PROPELLERS",Service Authorized to Supply EDA,7/17/2019,4,4,0,0,0,6883916,4225279.59
2019,Navy,Philippines,MK 75 76MM MOUNTED GUN,Service Authorized to Supply EDA,1/17/2020,1,1,0,0,0,3500000,175000
2019,Air Force,Philippines,"Aircraft, C-130H",Service Authorized to Supply EDA,3/18/2019,2,2,0,0,0,60000000,24000000
2019,Defense Logistics Agency (DLA),Philippines,"TRUCK, PICKUP 4X4",Service Authorized to Supply EDA,7/26/2019,10,10,0,0,0,189110,94555
2019,Air Force,Poland,"Aircraft, C-130H",Service Authorized to Supply EDA,3/28/2019,5,5,0,0,0,150000000,60000000
2019,Air Force,Romania,"Aircraft, C-130H",Service Authorized to Supply EDA,9/16/2019,1,1,0,0,0,30000000,12000000
2019,Air Force,Romania,F-16 Aircraft,Service Authorized to Supply EDA,9/5/2019,5,5,0,0,0,42500000,2125000
2019,Defense Logistics Agency (DLA),Saudi Arabia,MISC AIRCRAFT COMPONENTS,Service Authorized to Supply EDA,11/26/2019,NA,NA,NA,NA,NA,7489795.15,3744897.58
2019,Army,Spain,"Launcher Transporter,Guided Missile",Service Authorized to Supply EDA,5/3/2019,6,6,0,0,0,3600000,360000
2019,Army,Spain,"Battery Command Post, Guided Missle",Service Authorized to Supply EDA,5/3/2019,1,1,0,0,0,742058,74205.8
2019,Army,Spain,"Hawk, Improved Surface to Air Missile",Service Authorized to Supply EDA,5/3/2019,200,200,0,0,0,46716000,4671600
2019,Army,Spain,"Loader-Transporter, Guided Missile",Service Authorized to Supply EDA,5/3/2019,2,2,0,0,0,550654,55065.4
2019,Army,Spain,"Shop Equipment, Guided Missile",Service Authorized to Supply EDA,5/3/2019,1,1,0,0,0,1366774,136677.4
2019,Army,Spain,"Hawk, Improved Surface to Air Missile",Service Authorized to Supply EDA,5/3/2019,10,10,0,0,0,2335800,233580
2019,Army,Spain,"Radar Set, Semitrailer Mounted",Service Authorized to Supply EDA,5/3/2019,4,4,0,0,0,8928908,892890.8
2019,Army,Spain,"Radar Set, Semitrailer Mounted",Service Authorized to Supply EDA,5/3/2019,2,2,0,0,0,3111240,311124
2019,Navy,Taiwan,AH-1W AIRCRAFT SPARE PARTS (SECONDARY ITEMS),Service Authorized to Supply EDA,10/22/2019,NA,NA,NA,NA,NA,4000000,2000000
2019,Air Force,Tunisia,C-130H aircraft,Service Authorized to Supply EDA,6/6/2019,2,2,0,0,0,60000000,24000000
2019,Navy,Ukraine,USCG ISLAND CLASS BOATS (WPBS),Service Authorized to Supply EDA,10/21/2019,3,3,0,0,0,33240000,3549000
2019,Navy,Vietnam,Secretary Class Coast Guard Cutter (WHEC),Service Authorized to Supply EDA,11/12/2019,1,1,0,0,0,114231840,11423184
2018,Army,Afghanistan,"M24 SNIPER WEAPON, RIFLE, 7.62MM",EDA Delivered,3/13/2018,357,357,0,0,324,2509353,250935.3
2018,Defense Logistics Agency (DLA),Argentina,"SHELTER, NONEXPANDABLE",EDA Delivered,4/1/2019,2,2,0,0,1,25780,5156
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, HEAVY CHASSIS, XM1102",Service Authorized to Supply EDA,9/11/2018,2,2,0,0,0,17908,8954
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, HEAVY CHASSIS, XM1102",Service Authorized to Supply EDA,9/11/2018,2,2,0,0,0,17908,5372.4
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, LIGHT CHASSIS, XM1101",Service Authorized to Supply EDA,9/11/2018,42,42,0,0,0,376068,112820.4
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, LIGHT CHASSIS, XM1101",EDA Delivered,9/11/2018,7,7,0,0,0,62678,12535.6
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, HEAVY CHASSIS, XM1102",Service Authorized to Supply EDA,9/11/2018,2,2,0,0,0,17908,8954
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, HEAVY CHASSIS, XM1102",Service Authorized to Supply EDA,9/11/2018,2,2,0,0,0,17908,5372.4
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, LIGHT CHASSIS, XM1101",Service Authorized to Supply EDA,9/11/2018,42,42,0,0,0,376068,112820.4
2018,Defense Logistics Agency (DLA),Argentina,"TRAILER, LIGHT CHASSIS, XM1101",Service Authorized to Supply EDA,9/11/2018,7,7,0,0,0,62678,12535.6
2018,Defense Logistics Agency (DLA),Argentina,"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",EDA Delivered,12/7/2018,300,300,0,0,300,430200,215100
2018,Defense Logistics Agency (DLA),Argentina,"CAMOUFLAGE NET SYSTEM,RADAR TRANSPARENT",EDA Delivered,12/7/2018,8,8,0,0,7,12728,6364
2018,Defense Logistics Agency (DLA),Argentina,"M916A3, TRUCK, TRACTOR, LIGHT EQUIPMENT",Service Authorized to Supply EDA,6/11/2018,14,14,0,0,0,2327122,465424.4
2018,Defense Logistics Agency (DLA),Argentina,TELEPHONE SET,EDA Delivered,3/13/2019,25,25,0,0,25,17500,8750
2018,Defense Logistics Agency (DLA),Argentina,TELEPHONE SYSTEM,EDA Delivered,10/24/2018,1,1,0,0,1,35649,7129.8
2018,Defense Logistics Agency (DLA),Argentina,"SHELTER, NONEXPANDABLE",Service Authorized to Supply EDA,5/23/2018,6,6,0,0,5,77340,38670
2018,Defense Logistics Agency (DLA),Argentina,"SHELTER, NONEXPANDABLE",EDA Delivered,4/1/2019,2,2,0,0,1,25780,7734
2018,Navy,Argentina,T-34C Trainer Aircraft,Service Authorized to Supply EDA,8/13/2018,10,10,0,0,0,6837950,341897.5
2018,Defense Logistics Agency (DLA),Argentina,"M916A3, TRUCK, TRACTOR, LIGHT EQUIPMENT",Service Authorized to Supply EDA,6/11/2018,9,9,0,0,0,1496007,448802.1
2018,Navy,Bahrain,COUGAR CAT I HARDENED ENGINEER VEHICLE (HEV) MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLE,Service Authorized to Supply EDA,6/24/2018,2,2,0,0,0,670000,67000
2018,Navy,Bahrain,COUGAR CAT II JOINT ENGINEER RAPID RESPONSE VEHICLE (JERRV ENGR) MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLE,Service Authorized to Supply EDA,6/24/2018,7,7,0,0,0,4460722,446072.2
2018,Navy,Bahrain,COUGAR CAT I JOINT EOD RAPID RESPONSE VEHICLE (JERRV EOD) MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLE,Service Authorized to Supply EDA,6/24/2018,2,2,0,0,0,1221528,122152.8
2018,Navy,Bahrain,COUGAR CAT II HARDENED ENGINEER VEHICLE (HEV) MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLE,Service Authorized to Supply EDA,6/24/2018,3,3,0,0,0,1185750,118575
2018,Army,Bangladesh,"MINE-RESISTANT AMBUSH PROTECTED (MRAP), MAXXPRO BASE",EDA Delivered,9/30/2019,59,59,0,0,50,38822000,7764400
2018,Army,Bangladesh,"MINE-RESISTANT AMBUSH PROTECTED (MRAP), MAXXPRO RECOVERY VEHICLE",Service Authorized to Supply EDA,6/25/2018,1,1,0,0,0,880674,176134.8
2018,Army,Brazil,M88A1 RECOVERY VEHICLES,EDA Delivered,9/30/2019,6,6,4,0,4,7264530,726453
2018,Army,Brazil,"C-23B AIRPLANE, CARGO-TRANSPORT",EDA Delivered,9/19/2019,4,4,4,0,4,29696632,5939326.4
2018,Navy,Burundi,MINE RESISTANT AMBUSH PROTECTED (MRAP) VEHICLES,Service Authorized to Supply EDA,9/21/2018,10,10,0,0,0,7054210,705421
2018,Air Force,Chile,Have Glass Kits (for F-16),Service Authorized to Supply EDA,4/10/2018,4,4,0,0,0,240000,120000
2018,Defense Logistics Agency (DLA),Croatia,"INSTRUMENTS, LABORATORY, PHOTOGRAPHIC AND TRAINING EQUIPMENT AND SUPPLIES",Service Authorized to Supply EDA,6/19/2018,NA,NA,NA,NA,NA,305628.14,91688.44
2018,Army,Croatia,Non-SME Spare Parts,EDA Delivered,9/30/2019,NA,NA,NA,NA,NA,12724543.6,3817363.08
2018,Army,Croatia,TVS Laser,EDA Delivered,7/24/2019,2,2,0,0,2,541088,162326.4
2018,Army,Croatia,ROCKET INTERFACE TEST SET,EDA Delivered,4/8/2019,2,2,0,0,2,15904,4771.2
2018,Army,Croatia,"MAST MOUNTED SIGHT, PLATFORM ASSEMBLY",EDA Delivered,4/8/2019,16,16,0,0,16,6972976,2091892.8
2018,Army,Croatia,"PLATFORM ASSEMBLY,C",EDA Delivered,12/4/2018,2,2,0,0,2,871622,261486.6
2018,Army,Croatia,"TRANSMISSION,MECHAN",EDA Delivered,9/30/2019,2,2,0,0,2,524408,157322.4
2018,Army,Croatia,"PROCESSOR,SYSTEM",EDA Delivered,1/15/2019,7,7,0,0,7,1570583,471174.9
2018,Army,Croatia,"MASTER CONTROLLER,R",EDA Delivered,9/28/2018,5,5,0,0,5,671785,201535.5
2018,Army,Croatia,"RANGE FINDER,LASER",EDA Delivered,10/31/2018,6,6,0,0,6,1019634,305890.2
2018,Army,Croatia,OPTICAL BORESIGHT S,EDA Delivered,10/31/2018,1,1,0,0,1,169807,50942.1
2018,Army,Croatia,REMOTE FREQUENCY DI,EDA Delivered,10/1/2018,3,3,0,0,3,60930,18279
2018,Army,Croatia,"SENSOR,RATE GYRO",EDA Delivered,2/12/2019,2,2,0,0,2,20872,6261.6
2018,Army,Croatia,RADIO SET,EDA Delivered,12/20/2018,1,1,0,0,1,32099,9629.7
2018,Army,Croatia,BORESIGHT DEVICE,EDA Delivered,10/30/2018,1,1,0,0,1,34185,10255.5
2018,Army,Croatia,"CONTROL,SIGHT,TARGE",EDA Delivered,12/26/2018,2,2,0,0,1,36892,11067.6
2018,Army,Croatia,"SENSOR ASSEMBLY,LIG",EDA Delivered,12/31/2018,1,1,0,0,1,935,280.5
2018,Army,Croatia,NON SME PARTS,EDA Delivered,9/30/2019,0,0,0,0,1,6106133.16,1831839.95
2018,Army,Croatia,OH-58D SPARE PARTS,EDA Delivered,9/30/2018,0,0,0,0,1,5225180.54,1045036.11
2018,Defense Logistics Agency (DLA),Croatia,"AIRCRAFT PARTS, COMPONENTS AND ACCESSORIES",Service Authorized to Supply EDA,6/19/2018,NA,NA,NA,NA,NA,305628.14,91688.44
2018,Defense Logistics Agency (DLA),Croatia,"AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT",EDA Delivered,4/8/2019,NA,NA,NA,NA,NA,305628.14,91688.44
2018,Army,Croatia,Optical Boresight,EDA Delivered,10/31/2018,1,1,0,0,1,169807,50942.1
2018,Army,Croatia,MMS System Processor,EDA Delivered,4/8/2019,2,2,0,0,2,448738,134621.4
2018,Defense Logistics Agency (DLA),Egypt,"WEAPONS AND FIRE CONTROL PARTS, COMPONENTS AND ACCESSORIES",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Army,Egypt,"MK244-0 ARMOR PIERCING DISCARDING SABOT, LINKED",EDA Delivered,5/30/2019,6000,6000,0,0,600,161160,48360
2018,Defense Logistics Agency (DLA),Egypt,VEHICULAR EQUIPMENT COMPONENTS AND ACCESSORIES,Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"ENGINES, TURBINES, COMPONENTS AND ACCESSORIES",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,MECHANICAL POWER TRANSMISSION EQUIPMENT / BEARINGS,Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,SUPPORT MACHINERY AND EQUIPMENT,Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,MATERIALS HANDLING EQUIPMENT AND SUPPLIES,Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"HEATING, COOLING, VENTILATION AND AIR CONDITIONING EQUIPMENT",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"RESCUE, AND SAFETY EQUIPMENT",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"WATER, PLUMBING, WASTE DISPOSAL, AND FLOW CONTROL EQUIPMENT",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"MAINTENANCE AND REPAIR TOOLS, EQUIPMENT ",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"MAINTENANCE SUPPLIES, CONSTRUCTION AND BUILDING MATERIALS, BUILDINGS AND SCAFFOLDING",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"COMMUNICATION, DETECTION, EQUIPMENT AND COMPONENTS",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"ELECTRICAL, ELECTRONIC AND FIBER OPTIC EQUIPMENT, PARTS AND COMPONENTS",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"LIGHTING, ALARM, SIGNAL AND SECURITY SYSTEMS AND COMPONENTS",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"INSTRUMENTS, LABORATORY, PHOTOGRAPHIC AND TRAINING EQUIPMENT AND SUPPLIES",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"AUTOMATIC DATA PROCESSING EQUIPMENT (INCLUDING FIRMWARE), SOFTWARE, SUPPLIES AND SUPPORT EQUIP",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,MAINTENANCE SUPPORT AND CLEANING EQUIPMENT AND SUPPLIES,Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"CLEANING EQUIPMENT, SUPPLIES AND FUELS LUBRICANTS, OILS AND WAXES",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"TEXTILES AND CLOTHING, INDIVIDUAL EQUIPMENT",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"NONMETTALLIC FABRICATED MATERIALS, METAL BARS, SHEETS, AND MISCELLANEOUS",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,1153562.25,346068.7
2018,Defense Logistics Agency (DLA),Egypt,"AIRCRAFT PARTS, COMPONENTS AND ACCESSORIES",Service Authorized to Supply EDA,12/4/2019,NA,NA,NA,NA,NA,0,0
2018,Army,Greece,"ENGINE, AIRCRAFT, TUR",EDA Delivered,5/21/2018,57,57,0,0,57,31662702,9498810.6
2018,Army,Greece,UPPER SHROUD ASSEMBLY,EDA Delivered,10/7/2018,32,32,0,0,32,2320480,696144
2018,Army,Greece,TARGET DESIGNATOR S,EDA Delivered,11/7/2018,10,10,0,0,10,3144280,943284
2018,Army,Greece,RANGE FINDER-TARGET,EDA Delivered,11/1/2018,5,5,0,0,4,849695,254908.5
2018,Army,Greece,RANGE FINDER-TARGET,Service Authorized to Supply EDA,6/7/2018,1,1,0,0,0,169939,50981.7
2018,Army,Greece,"RANGE FINDER, LASER",EDA Delivered,11/1/2018,19,19,0,0,19,3228841,968652.3
2018,Army,Greece,"RANGE FINDER, LASER",EDA Delivered,11/1/2018,19,19,0,0,19,3228841,968652.3
2018,Army,Greece,OH-58D SPARE PARTS,EDA Delivered,10/18/2018,NA,NA,NA,NA,NA,82909222.17,24872766.65
2018,Army,Greece,"SENSOR ASSEMBLY, LIG",Service Authorized to Supply EDA,6/7/2018,1,1,0,0,0,563,168.9
2018,Army,Greece,GYRO ELECTRONICS,EDA Delivered,10/11/2018,19,19,0,0,19,613985,184195.5
2018,Army,Greece,"PLATFORM ASSEMBLY, C",EDA Delivered,10/4/2018,23,23,0,0,23,10023653,3007095.9
2018,Army,Greece,THERMAL IMAGING SEN,EDA Delivered,10/5/2018,6,6,0,0,1,1886568,565970.4
2018,Army,Greece,OPTICAL BORESIGHT S,Service Authorized to Supply EDA,6/7/2018,11,11,0,0,0,1867877,560363.1
2018,Army,Greece,"GYRO ASSEMBLY, MAST",EDA Delivered,10/5/2018,20,20,0,0,20,448360,134508
2018,Army,Greece,"ENGINE,AIRCRAFT,TUR",EDA Delivered,5/21/2019,18,18,0,0,18,9998748,2999624.4
2018,Army,Greece,"PLATFORM ASSEMBLY,C",Service Authorized to Supply EDA,10/31/2018,11,11,0,0,0,4793921,1438176.3
2018,Army,Greece,OPTICAL BORESIGHT S,EDA Delivered,10/11/2018,4,4,0,0,2,679228,203768.4
2018,Army,Greece,REMOTE FREQUENCY DI,EDA Delivered,4/25/2019,6,6,0,0,4,121860,36558
2018,Army,Greece,"TRANSMISSION,MECHAN",Service Authorized to Supply EDA,10/31/2019,4,4,0,0,0,1048816,314644.8
2018,Army,Greece,"PROCESSOR,SYSTEM",Service Authorized to Supply EDA,10/31/2018,12,12,0,0,0,2692428,807728.4
2018,Army,Greece,"MASTER CONTROLLER,R",EDA Delivered,4/30/2019,9,9,0,0,2,1209213,362763.9
2018,Army,Greece,"RANGE FINDER,LASER",Service Authorized to Supply EDA,10/31/2018,10,10,0,0,0,1699390,509817
2018,Army,Greece,"SENSOR,RATE GYRO",EDA Delivered,5/2/2019,3,3,0,0,1,31308,9392.4
2018,Army,Greece,RADIO SET,Service Authorized to Supply EDA,10/31/2018,8,8,0,0,0,256792,77037.6
2018,Army,Greece,BORESIGHT DEVICE,Service Authorized to Supply EDA,10/31/2018,1,1,0,0,0,34185,10255.5
2018,Army,Greece,"CONTROL,SIGHT,TARGE",Service Authorized to Supply EDA,10/31/2018,4,4,0,0,0,73784,22135.2
2018,Army,Greece,"MOUNT,RIFLE",EDA Delivered,4/29/2019,9,9,0,0,4,2349,704.7
2018,Army,Greece,"MOUNT,RIFLE",Service Authorized to Supply EDA,10/31/2018,7,7,0,0,0,1120,336
2018,Army,Greece,"SENSOR ASSEMBLY,LIG",Service Authorized to Supply EDA,10/31/2018,1,1,0,0,0,935,280.5
2018,Army,Greece,NON SME PARTS,EDA Delivered,9/30/2019,NA,NA,NA,NA,NA,22997270.35,265063.84
2018,Army,Greece,"SENSOR,RATE GYRO",Service Authorized to Supply EDA,10/31/2018,2,2,0,0,0,20872,6261.6
2018,Army,Greece,"PLATFORM ASSEMBLY,C",EDA Delivered,4/26/2019,24,24,0,0,24,250512,75153.6
2018,Army,Greece,NON-SME PARTS,EDA Delivered,9/30/2019,NA,NA,NA,NA,NA,5843874.6,1753162.38
2018,Army,Greece,M2A0 Bradley Infantry Fighting Vehicles,Service Authorized to Supply EDA,6/6/2018,367,367,0,0,0,389554719,38955471.9
2018,Army,Greece,OH-58D Mast Mounted Sights,EDA Delivered,3/16/2019,20,20,0,0,20,8716220,2614866
2018,Army,Greece,OH-58D Audio Distribution Units,Service Authorized to Supply EDA,5/23/2018,71,71,0,0,0,6551809,1965542.7
2018,Army,Greece,"TVS ASSEMBLY, LASER",EDA Delivered,1/8/2019,24,24,0,0,5,6493056,1947916.8
2018,Army,Hungary,Mi-17 Flight Training Device (FTD),Service Authorized to Supply EDA,6/6/2018,1,1,0,0,0,4144743,1243422.9
2018,Army,Hungary,Mi-17 Cockpit Procedures Trainer,Service Authorized to Supply EDA,6/6/2018,1,1,0,0,0,1691007,507302.1
2018,Army,Hungary,Mi-17 Training System Boards,EDA Delivered,4/2/2019,1,1,0,0,1,223470,67041
2018,Army,Hungary,Mi-17 Training Cutaway Boards,EDA Delivered,4/2/2019,1,1,0,0,1,64720,19416
2018,Army,Hungary,"Mi-17 Flight Training Device, Spares ",EDA Delivered,4/2/2019,1,1,0,0,1,306358.05,91907.41
2018,Army,Iraq,"M109A5 HOWITZERS, SELF PROPELLED",Service Authorized to Supply EDA,5/16/2018,15,15,0,0,0,13849290,692464.5
